fixed acidity;"volatile acidity""""";"citric acid""""";"residual sugar""""";"chlorides""""";"free sulfur dioxide""""";"total sulfur dioxide""""";"density""""";"pH""""";"sulphates""""";"alcohol""""";"quality"""""""
6.3;0.2;0.37;11.8;0.045;58.0;130.0;0.99519;3.2;0.35;10.8;5
7.3;0.41;0.24;6.8;0.057;41.0;163.0;0.9949;3.2;0.41;9.9;6
6.3;0.2;0.18;10.6;0.045;57.0;159.0;0.99666;3.09;0.54;9.2;5
7.7;0.39;0.28;4.9;0.035;36.0;109.0;0.9918;3.19;0.58;12.2;7
7.1;0.43;0.25;2.8;0.036000000000000004;43.0;132.0;0.98975;3.21;0.47;13.4;6
6.5;0.25;0.45;7.8;0.048;52.0;188.0;0.9957600000000001;3.2;0.53;9.1;5
6.0;0.2;0.24;1.8;0.03;30.0;105.0;0.9909;3.31;0.47;11.5;6
7.4;0.24;0.42;14.0;0.066;48.0;198.0;0.9979;2.89;0.42;8.9;6
8.2;0.24;0.49;9.3;0.038;52.0;163.0;0.9952;3.02;0.33;10.6;6
7.4;0.16;0.3;13.7;0.055999999999999994;33.0;168.0;0.99825;2.9;0.44;8.7;7
7.2;0.31;0.5;13.3;0.055999999999999994;68.0;195.0;0.9982;3.01;0.47;9.2;5
6.4;0.31;0.26;13.2;0.046;57.0;205.0;0.9975;3.17;0.41;9.6;5
6.8;0.43;0.26;5.2;0.043;40.0;176.0;0.99116;3.17;0.41;12.3;6
5.7;0.31;0.29;7.3;0.05;33.0;143.0;0.9933200000000001;3.31;0.5;11.066666666666698;6
7.0;0.16;0.73;1.0;0.138;58.0;150.0;0.9936;3.08;0.3;9.2;5
7.6;0.38;0.2;3.4;0.046;9.0;116.0;0.9944;3.15;0.41;9.4;5
7.3;0.36;0.62;7.1;0.033;48.0;185.0;0.99472;3.14;0.62;10.6;6
8.5;0.23;0.28;11.1;0.033;30.0;97.0;0.9950700000000001;3.03;0.39;10.5;7
5.8;0.27;0.2;7.3;0.04;42.0;145.0;0.9944200000000001;3.15;0.48;9.8;5
6.1;0.28;0.24;19.95;0.07400000000000001;32.0;174.0;0.9992200000000001;3.19;0.44;9.3;6
6.8;0.26;0.22;7.7;0.047;57.0;210.0;0.9959;3.1;0.47;9.0;5
7.0;0.34;0.3;1.8;0.045;44.0;142.0;0.9914;2.99;0.45;10.8;6
5.6;0.235;0.29;1.2;0.047;33.0;127.0;0.991;3.34;0.5;11.0;7
6.1;0.2;0.25;1.2;0.038;34.0;128.0;0.9921;3.24;0.44;10.1;5
5.7;0.25;0.22;9.8;0.049;50.0;125.0;0.99571;3.2;0.45;10.1;6
7.2;0.28;0.38;2.0;0.052000000000000005;23.0;156.0;0.9912;3.13;0.52;11.1;5
7.9;0.29;0.39;6.7;0.036000000000000004;6.0;117.0;0.9938;3.12;0.42;10.7;5
6.4;0.37;0.2;5.6;0.11699999999999999;61.0;183.0;0.99459;3.24;0.43;9.5;5
6.6;0.25;0.3;14.4;0.052000000000000005;40.0;183.0;0.998;3.02;0.5;9.1;6
7.4;0.25;0.29;6.8;0.02;31.0;113.0;0.9933799999999999;3.13;0.29;10.8;6
8.1;0.26;0.3;7.8;0.049;39.0;152.0;0.9954;2.99;0.58;10.0;6
7.6;0.17;0.27;4.6;0.05;23.0;98.0;0.9942200000000001;3.08;0.47;9.5;6
6.0;0.28;0.27;15.5;0.036000000000000004;31.0;134.0;0.99408;3.19;0.44;13.0;7
6.1;0.18;0.36;2.0;0.038;20.0;249.5;0.9923;3.37;0.79;11.3;6
6.1;0.15;0.29;6.2;0.046;39.0;151.0;0.99471;3.6;0.44;10.6;6
6.9;0.15;0.29;2.3;0.033;14.0;82.0;0.9913200000000001;3.1;0.58;11.2;7
7.5;0.305;0.4;18.9;0.059000000000000004;44.0;170.0;1.0;2.99;0.46;9.0;5
7.7;0.39;0.34;10.0;0.055999999999999994;35.0;178.0;0.9974;3.26;0.6;10.2;5
7.4;0.155;0.34;2.3;0.045;73.5;214.0;0.9934;3.18;0.61;9.9;7
6.7;0.13;0.45;4.2;0.043;52.0;131.0;0.9916200000000001;3.06;0.54;11.3;6
6.5;0.23;0.36;16.3;0.038;43.0;133.0;0.99924;3.26;0.41;8.8;5
6.2;0.23;0.23;1.2;0.018000000000000002;18.0;128.0;0.9917799999999999;3.05;0.28;10.6;5
7.0;0.24;0.24;9.0;0.03;42.0;219.0;0.99636;3.47;0.46;10.2;6
7.4;0.3;0.22;5.25;0.053;33.0;180.0;0.9926;3.13;0.45;11.6;6
7.2;0.27;0.74;12.5;0.037000000000000005;47.0;156.0;0.9981;3.04;0.44;8.7;5
7.1;0.18;0.39;15.25;0.047;45.0;158.0;0.99946;3.34;0.77;9.1;6
7.7;0.31;0.26;7.8;0.031;23.0;90.0;0.9944;3.13;0.5;10.4;5
5.8;0.275;0.3;5.4;0.043;41.0;149.0;0.9926;3.33;0.42;10.8;7
7.2;0.27;0.46;18.75;0.052000000000000005;45.0;255.0;1.0;3.04;0.52;8.9;5
6.8;0.22;0.35;17.5;0.039;38.0;153.0;0.9994;3.24;0.42;9.0;6
7.2;0.34;0.2;5.8;0.062;52.0;203.0;0.99461;3.17;0.44;9.8;6
6.4;0.29;0.21;9.65;0.040999999999999995;36.0;119.0;0.99334;2.99;0.34;10.933333333333302;6
5.2;0.405;0.15;1.45;0.038;10.0;44.0;0.99125;3.52;0.4;11.6;4
8.5;0.24;0.47;15.2;0.057;40.0;234.0;1.0005;3.02;0.66;9.0;5
5.8;0.23;0.2;2.0;0.043;39.0;154.0;0.99226;3.21;0.39;10.2;6
7.2;0.23;0.39;2.3;0.033;29.0;102.0;0.9908;3.26;0.54;12.3;7
7.9;0.64;0.46;10.6;0.244;33.0;227.0;0.9983;2.87;0.74;9.1;3
6.4;0.22;0.49;7.5;0.054000000000000006;42.0;151.0;0.9948;3.27;0.52;10.1;6
7.0;0.34;0.1;3.5;0.044000000000000004;17.0;63.0;0.9937;3.01;0.39;9.2;5
6.3;0.24;0.74;1.4;0.172;24.0;108.0;0.9932;3.27;0.39;9.9;6
6.8;0.25;0.3;11.8;0.043;53.0;133.0;0.99524;3.03;0.58;10.4;6
7.0;0.12;0.19;4.9;0.055;27.0;127.0;0.9953;3.29;0.41;9.4;5
6.6;0.54;0.21;16.3;0.055;41.0;182.0;0.9986;3.35;0.54;10.4;6
6.7;0.24;0.32;10.3;0.079;37.0;122.0;0.9966200000000001;3.02;0.45;8.8;5
5.9;0.27;0.27;9.0;0.051;43.0;136.0;0.9941;3.25;0.53;10.7;6
6.9;0.3;0.25;3.3;0.040999999999999995;26.0;124.0;0.9942799999999999;3.18;0.5;9.3;6
6.6;0.24;0.24;8.6;0.034;25.0;135.0;0.99582;3.33;0.59;10.3;6
8.0;0.22;0.31;5.6;0.049;24.0;97.0;0.993;3.1;0.42;10.9;5
6.4;0.24;0.32;14.9;0.047;54.0;162.0;0.9968;3.28;0.5;10.2;6
6.6;0.25;0.35;2.9;0.034;38.0;121.0;0.99008;3.19;0.4;12.8;6
6.6;0.27;0.32;1.3;0.044000000000000004;18.0;93.0;0.99044;3.11;0.56;12.25;5
7.1;0.21;0.27;8.6;0.055999999999999994;26.0;111.0;0.9956;2.95;0.52;9.5;5
6.8;0.15;0.41;12.9;0.044000000000000004;79.5;183.0;0.9974200000000001;3.24;0.78;10.2;6
6.4;0.24;0.49;5.8;0.053;25.0;120.0;0.9942;3.01;0.98;10.5;6
9.8;0.42;0.48;9.85;0.034;5.0;110.0;0.9958;2.87;0.29;10.0;5
7.1;0.34;0.2;6.1;0.063;47.0;164.0;0.9946;3.17;0.42;10.0;5
7.3;0.25;0.27;3.8;0.047;16.0;79.0;0.9917299999999999;3.07;0.46;11.3;6
8.9;0.34;0.34;1.6;0.055999999999999994;13.0;176.0;0.9946;3.14;0.47;9.7;5
5.8;0.3;0.12;1.6;0.036000000000000004;57.0;163.0;0.99239;3.38;0.59;10.5;6
6.9;0.28;0.24;2.1;0.034;49.0;121.0;0.98882;2.98;0.43;13.2;7
7.2;0.39;0.63;11.0;0.044000000000000004;55.0;156.0;0.9974;3.09;0.44;8.7;6
6.5;0.32;0.12;11.5;0.033;35.0;165.0;0.9974;3.22;0.32;9.0;5
7.3;0.25;0.29;7.5;0.049;38.0;158.0;0.9965;3.43;0.38;9.6;5
7.1;0.26;0.19;8.2;0.051;53.0;187.0;0.996;3.16;0.52;9.7;5
7.6;0.31;0.49;13.4;0.062;50.0;191.0;0.9989;3.22;0.53;9.0;4
6.9;0.19;0.35;1.7;0.036000000000000004;33.0;101.0;0.99315;3.21;0.54;10.8;7
5.3;0.32;0.12;6.6;0.043;22.0;141.0;0.9937;3.36;0.6;10.4;6
6.5;0.28;0.26;8.8;0.04;44.0;139.0;0.9956;3.32;0.37;10.2;6
6.4;0.25;0.32;0.9;0.034;40.0;114.0;0.9911399999999999;3.31;0.58;10.8;7
6.9;0.29;0.4;19.45;0.043;36.0;156.0;0.9996;2.93;0.47;8.9;5
6.6;0.25;0.39;1.45;0.04;40.0;89.0;0.9911;3.35;0.4;11.4;7
5.8;0.36;0.38;0.9;0.037000000000000005;3.0;75.0;0.9904;3.28;0.34;11.4;4
5.7;0.265;0.28;6.9;0.036000000000000004;46.0;150.0;0.9929899999999999;3.36;0.44;10.8;7
7.6;0.26;0.47;1.6;0.068;5.0;55.0;0.9944;3.1;0.45;9.6;5
7.8;0.27;0.33;2.4;0.053;36.0;175.0;0.992;3.2;0.55;11.0;6
7.0;0.24;0.35;1.5;0.052000000000000005;51.0;128.0;0.9941;3.41;0.59;10.4;7
6.5;0.21;0.4;7.3;0.040999999999999995;49.0;115.0;0.9926799999999999;3.21;0.43;11.0;6
7.15;0.17;0.24;9.6;0.11900000000000001;56.0;178.0;0.9957799999999999;3.15;0.44;10.2;6
6.4;0.32;0.23;16.2;0.055;36.0;176.0;0.9986;3.26;0.54;9.1;5
7.4;0.19;0.3;12.8;0.053;48.5;212.0;0.9986;3.14;0.49;9.1;7
7.7;0.11;0.34;14.05;0.04;41.0;114.0;0.99634;3.07;0.59;11.0;7
6.5;0.18;0.48;18.0;0.054000000000000006;56.0;183.0;1.0003799999999998;2.98;0.61;8.5;6
6.1;0.4;0.18;9.0;0.051;28.5;259.0;0.9964;3.19;0.5;8.8;5
5.9;0.17;0.28;0.7;0.027000000000000003;5.0;28.0;0.98985;3.13;0.32;10.6;5
6.5;0.18;0.41;14.2;0.039;47.0;129.0;0.9967799999999999;3.28;0.72;10.3;7
6.5;0.26;0.27;12.9;0.044000000000000004;69.0;215.0;0.9967;3.17;0.43;10.0;6
8.5;0.28;0.34;13.8;0.040999999999999995;32.0;161.0;0.9981;3.13;0.4;9.9;6
6.5;0.41;0.22;4.8;0.052000000000000005;49.0;142.0;0.9946;3.14;0.62;9.2;5
6.7;0.48;0.32;1.4;0.021;22.0;121.0;0.9889;3.15;0.53;12.7;7
5.4;0.255;0.33;1.2;0.051;29.0;122.0;0.9904799999999999;3.37;0.66;11.3;6
7.8;0.19;0.26;8.9;0.039;42.0;182.0;0.996;3.18;0.46;9.9;6
6.0;0.24;0.33;2.5;0.026000000000000002;31.0;85.0;0.9901399999999999;3.13;0.5;11.3;7
9.2;0.35;0.39;0.9;0.042;15.0;61.0;0.9924;2.96;0.28;10.4;4
7.4;0.4;0.29;5.4;0.044000000000000004;31.0;122.0;0.9940000000000001;3.3;0.5;11.1;8
6.2;0.28;0.28;4.3;0.026000000000000002;22.0;105.0;0.9890000000000001;2.98;0.64;13.1;8
6.3;0.67;0.48;12.6;0.052000000000000005;57.0;222.0;0.9979;3.17;0.52;9.3;6
7.4;0.19;0.31;14.5;0.045;39.0;193.0;0.9986;3.1;0.5;9.2;6
6.2;0.28;0.51;7.9;0.055999999999999994;49.0;206.0;0.9956;3.18;0.52;9.4;5
7.2;0.17;0.37;6.9;0.059000000000000004;47.0;128.0;0.9932200000000001;3.08;0.46;11.0;7
6.0;0.28;0.25;1.8;0.042;8.0;108.0;0.9929;3.08;0.55;9.0;5
7.3;0.33;0.22;1.4;0.040999999999999995;40.0;177.0;0.99287;3.14;0.48;9.9;5
7.4;0.155;0.34;2.3;0.045;73.5;214.0;0.9934;3.18;0.61;9.9;7
6.8;0.18;0.3;12.8;0.062;19.0;171.0;0.99808;3.0;0.52;9.0;7
7.3;0.25;0.41;1.8;0.037000000000000005;52.0;165.0;0.9911;3.29;0.39;12.2;7
5.8;0.29;0.15;1.1;0.028999999999999998;12.0;83.0;0.9898;3.3;0.4;11.4;6
5.3;0.31;0.38;10.5;0.031;53.0;140.0;0.99321;3.34;0.46;11.7;6
5.8;0.315;0.27;1.55;0.026000000000000002;15.0;70.0;0.9899399999999999;3.37;0.4;11.9;8
6.7;0.25;0.26;13.5;0.06;50.0;156.0;0.99784;3.39;0.46;9.9;6
7.6;0.67;0.14;1.5;0.07400000000000001;25.0;168.0;0.9937;3.05;0.51;9.3;5
5.8;0.17;0.34;1.8;0.045;96.0;170.0;0.99035;3.38;0.9;11.8;8
7.6;0.13;0.34;9.3;0.062;40.0;126.0;0.9966;3.21;0.39;9.6;5
6.8;0.22;0.26;1.2;0.040999999999999995;29.0;182.0;0.9910399999999999;3.04;0.35;11.2;5
6.8;0.27;0.35;7.8;0.048;76.0;197.0;0.9959;3.24;0.43;9.5;6
6.7;0.24;0.33;12.3;0.046;31.0;145.0;0.9983;3.36;0.4;9.5;5
6.4;0.12;0.3;1.1;0.031;37.0;94.0;0.9898600000000001;3.01;0.56;11.7;6
6.1;0.15;0.29;6.2;0.046;39.0;151.0;0.99471;3.6;0.44;10.6;6
6.9;0.16;0.35;1.3;0.043;21.0;182.0;0.9927;3.25;0.62;10.8;6
6.3;0.23;0.21;5.1;0.035;29.0;142.0;0.9942;3.36;0.33;10.1;7
6.1;0.28;0.3;7.75;0.031;33.0;139.0;0.9929600000000001;3.22;0.46;11.0;6
6.7;0.27;0.25;8.0;0.053;54.0;202.0;0.9961;3.22;0.43;9.3;5
6.8;0.25;0.27;10.7;0.076;47.0;154.0;0.9967;3.05;0.38;9.0;5
6.8;0.25;0.18;1.4;0.055999999999999994;13.0;137.0;0.9935;3.11;0.42;9.5;5
8.8;0.35;0.49;1.0;0.036000000000000004;14.0;56.0;0.992;2.96;0.33;10.5;4
7.4;0.26;0.43;6.0;0.022000000000000002;22.0;125.0;0.9928;3.13;0.55;11.5;6
8.4;0.3;0.25;17.75;0.047;25.0;218.0;1.00016;2.98;0.66;9.1;5
6.0;0.14;0.37;1.2;0.032;63.0;148.0;0.99185;3.32;0.44;11.2;5
6.2;0.24;0.27;16.8;0.04;48.0;129.0;0.9969100000000001;3.23;0.38;10.5;6
7.0;0.16;0.25;14.3;0.044000000000000004;27.0;149.0;0.998;2.91;0.46;9.2;6
5.4;0.45;0.27;6.4;0.033;20.0;102.0;0.98944;3.22;0.27;13.4;8
5.7;0.28;0.35;1.2;0.052000000000000005;39.0;141.0;0.99108;3.44;0.69;11.3;6
6.9;0.39;0.22;4.3;0.03;10.0;102.0;0.993;3.0;0.87;11.6;4
7.3;0.25;0.36;2.1;0.034;30.0;177.0;0.99085;3.25;0.4;11.9;8
6.7;0.29;0.49;4.7;0.034;35.0;156.0;0.9945;3.13;0.45;9.9;6
6.4;0.43;0.32;1.4;0.048;10.0;67.0;0.992;3.08;0.41;11.4;5
6.6;0.25;0.31;12.4;0.059000000000000004;52.0;181.0;0.9984;3.51;0.47;9.8;6
6.4;0.25;0.37;4.5;0.039;41.0;147.0;0.9921;3.18;0.4;11.1;7
6.7;0.19;0.34;1.0;0.022000000000000002;22.0;94.0;0.9912;3.23;0.57;11.1;6
7.6;0.52;0.49;14.0;0.034;37.0;156.0;0.9958;3.14;0.38;11.8;7
6.7;0.19;0.39;1.0;0.032;14.0;71.0;0.9891200000000001;3.31;0.38;13.0;7
5.8;0.2;0.27;1.4;0.031;12.0;77.0;0.9905;3.25;0.36;10.9;7
7.9;0.19;0.26;2.1;0.039;8.0;143.0;0.9942;3.05;0.74;9.8;5
6.6;0.16;0.25;9.8;0.049;59.5;137.0;0.995;3.16;0.38;10.0;6
6.1;0.68;0.52;1.4;0.037000000000000005;32.0;123.0;0.9902200000000001;3.24;0.45;12.0;6
6.6;0.18;0.28;1.7;0.040999999999999995;53.0;161.0;0.9920700000000001;3.13;0.45;10.2;6
7.7;0.4;0.27;4.5;0.034;27.0;95.0;0.99175;3.21;0.59;12.3;8
7.1;0.44;0.23;5.8;0.035;24.0;100.0;0.9906200000000001;3.15;0.57;13.2;7
6.1;0.17;0.42;15.1;0.033;28.0;124.0;0.99684;2.87;0.47;9.5;5
6.2;0.2;0.31;1.0;0.031;22.0;73.0;0.99035;3.24;0.52;11.3;6
6.7;0.19;0.32;3.7;0.040999999999999995;26.0;76.0;0.9917299999999999;2.9;0.57;10.5;7
7.3;0.34;0.3;1.3;0.057;25.0;173.0;0.9948;3.26;0.51;9.1;6
7.7;0.16;0.49;2.0;0.055999999999999994;20.0;124.0;0.9948;3.32;0.49;10.7;6
7.0;0.32;0.29;7.6;0.025;35.0;124.0;0.9916200000000001;3.15;0.65;12.8;7
8.1;0.33;0.36;7.4;0.037000000000000005;36.0;156.0;0.99592;3.19;0.54;10.6;6
7.7;0.23;0.31;10.7;0.038;59.0;186.0;0.9969;3.12;0.55;9.5;6
7.2;0.16;0.26;7.1;0.054000000000000006;41.0;224.0;0.9966;3.38;0.55;10.1;5
6.3;0.35;0.3;5.7;0.035;8.0;97.0;0.9927;3.27;0.41;11.0;7
4.8;0.225;0.38;1.2;0.07400000000000001;47.0;130.0;0.9913200000000001;3.31;0.4;10.3;6
6.5;0.24;0.36;2.2;0.027000000000000003;36.0;134.0;0.9898;3.28;0.36;12.5;7
9.5;0.42;0.41;2.3;0.034;22.0;145.0;0.9951;3.06;0.52;11.0;6
6.4;0.26;0.24;6.4;0.04;27.0;124.0;0.9903;3.22;0.49;12.6;7
6.8;0.29;0.49;1.4;0.142;52.0;148.0;0.9937;3.08;0.49;9.0;6
7.4;0.41;0.34;4.7;0.042;19.0;127.0;0.9953;3.25;0.42;10.4;5
7.5;0.32;0.37;1.2;0.048;22.0;184.0;0.9938;3.09;0.43;9.3;5
7.4;0.28;0.4;11.9;0.032;13.0;92.0;0.99629;3.01;0.46;10.8;4
7.8;0.2;0.32;5.0;0.016;31.0;101.0;0.9918600000000001;2.99;0.39;11.0;6
7.3;0.3;0.42;7.35;0.025;51.0;175.0;0.9928;3.04;0.32;11.4;6
7.7;0.3;0.32;1.6;0.037000000000000005;23.0;124.0;0.9919;2.93;0.33;11.0;6
6.7;0.24;0.29;14.9;0.053;55.0;136.0;0.99839;3.03;0.52;9.0;5
7.4;0.16;0.3;13.7;0.055999999999999994;33.0;168.0;0.99825;2.9;0.44;8.7;7
6.1;0.3;0.3;2.1;0.031;50.0;163.0;0.9895;3.39;0.43;12.7;7
6.7;0.26;0.51;8.0;0.062;50.0;194.0;0.99545;3.13;0.5;9.6;5
6.0;0.28;0.24;17.8;0.047;42.0;111.0;0.9989600000000001;3.1;0.45;8.9;6
5.9;0.32;0.39;3.3;0.114;24.0;140.0;0.9934;3.09;0.45;9.2;6
8.3;0.25;0.33;2.5;0.053;12.0;72.0;0.9940399999999999;2.89;0.48;9.5;5
6.9;0.22;0.31;6.3;0.028999999999999998;41.0;131.0;0.99326;3.08;0.49;10.8;6
6.1;0.22;0.28;16.55;0.059000000000000004;54.0;135.0;0.99665;3.2;0.38;10.5;5
6.8;0.22;0.29;8.9;0.046;82.0;188.0;0.9955;3.3;0.44;10.3;6
5.7;0.39;0.25;4.9;0.033;49.0;113.0;0.98966;3.26;0.58;13.1;7
6.7;0.18;0.25;14.3;0.048;79.0;149.0;0.9975;3.12;0.37;9.7;5
6.3;0.17;0.32;4.2;0.04;37.0;117.0;0.99182;3.24;0.43;11.3;6
6.1;0.28;0.26;1.5;0.03;25.0;101.0;0.9889399999999999;3.03;0.41;12.1;6
6.5;0.48;0.02;0.9;0.043;32.0;99.0;0.99226;3.14;0.47;9.8;4
6.3;0.23;0.5;10.4;0.043;61.0;132.0;0.9954200000000001;2.86;0.46;9.1;6
6.0;0.21;0.38;0.8;0.02;22.0;98.0;0.98941;3.26;0.32;11.8;6
7.0;0.24;0.35;1.0;0.032;42.0;104.0;0.98988;3.16;0.37;11.7;7
5.8;0.28;0.3;1.5;0.026000000000000002;31.0;114.0;0.9895200000000001;3.32;0.6;12.5;7
6.3;0.2;0.58;1.4;0.204;15.0;97.0;0.9931;3.16;0.43;10.0;6
8.2;0.15;0.48;2.7;0.052000000000000005;24.0;190.0;0.995;3.5;0.45;10.9;7
5.3;0.16;0.39;1.0;0.027999999999999997;40.0;101.0;0.99156;3.57;0.59;10.6;6
7.4;0.19;0.31;14.5;0.045;39.0;193.0;0.9986;3.1;0.5;9.2;6
7.7;0.38;0.4;2.0;0.038;28.0;152.0;0.9906;3.18;0.32;12.9;6
6.4;0.25;0.32;11.3;0.038;69.0;192.0;0.9957299999999999;3.14;0.5;10.2;6
7.0;0.12;0.28;6.3;0.057;17.0;103.0;0.9957;3.5;0.44;9.6;5
7.3;0.31;0.69;10.2;0.040999999999999995;58.0;160.0;0.9977;3.06;0.45;8.6;5
7.6;0.31;0.23;12.7;0.054000000000000006;20.0;139.0;0.99836;3.16;0.5;9.7;4
6.1;0.28;0.16;1.3;0.06;36.0;126.0;0.9935299999999999;3.13;0.46;8.7;6
6.2;0.36;0.22;5.25;0.038;44.0;145.0;0.9918399999999999;3.22;0.4;11.2;6
6.6;0.2;0.27;10.9;0.038;29.0;130.0;0.9949600000000001;3.11;0.44;10.5;7
6.1;0.3;0.47;1.4;0.049;50.0;187.0;0.9927;3.19;0.45;9.5;5
8.2;0.21;0.32;10.65;0.053;53.0;145.0;0.9972;3.17;0.48;10.2;6
5.0;0.235;0.27;11.75;0.03;34.0;118.0;0.9954;3.07;0.5;9.4;6
7.1;0.43;0.61;11.8;0.045;54.0;155.0;0.9974;3.11;0.45;8.7;5
6.1;0.44;0.28;4.25;0.032;43.0;132.0;0.9916;3.26;0.47;11.266666666666698;7
7.1;0.12;0.32;9.6;0.054000000000000006;64.0;162.0;0.9962;3.4;0.41;9.4;5
6.7;0.21;0.42;9.1;0.049;31.0;150.0;0.9953;3.12;0.74;9.9;7
5.8;0.555;0.26;4.5;0.053;17.0;126.0;0.9943;3.24;0.46;9.1;5
7.8;0.27;0.34;1.6;0.046;27.0;154.0;0.9927;3.05;0.45;10.5;6
7.6;0.35;0.46;14.7;0.047;33.0;151.0;0.9970899999999999;3.03;0.53;10.3;5
7.2;0.23;0.38;14.3;0.057999999999999996;55.0;194.0;0.9979;3.09;0.44;9.0;6
7.0;0.31;0.39;7.5;0.055;42.0;218.0;0.9965200000000001;3.37;0.54;10.3;5
6.5;0.36;0.31;13.55;0.053;20.0;113.0;0.99544;3.2;0.56;11.0;6
7.5;0.28;0.78;12.1;0.040999999999999995;53.0;161.0;0.9983799999999999;2.98;0.44;8.7;5
6.3;0.21;0.31;1.2;0.043;30.0;117.0;0.9915799999999999;3.49;0.68;11.0;6
7.6;0.38;0.28;4.2;0.028999999999999998;7.0;112.0;0.9906;3.0;0.41;12.6;6
6.7;0.34;0.31;16.4;0.051;20.0;146.0;0.99834;3.06;0.54;9.1;5
6.3;0.41;0.3;3.2;0.03;49.0;164.0;0.9927;3.53;0.79;11.7;7
7.6;0.37;0.51;11.7;0.094;58.0;181.0;0.9977600000000001;2.91;0.51;9.0;5
6.3;0.26;0.21;4.0;0.03;24.0;125.0;0.9915;3.06;0.34;10.7;6
6.6;0.42;0.33;2.8;0.034;15.0;85.0;0.99;3.28;0.51;13.4;6
6.4;0.15;0.29;1.8;0.044000000000000004;21.0;115.0;0.99166;3.1;0.38;10.2;5
6.9;0.26;0.27;4.2;0.031;20.0;80.0;0.9908899999999999;3.12;0.39;11.5;6
6.8;0.45;0.36;5.0;0.033;28.0;156.0;0.991;3.11;0.4;12.4;7
6.4;0.37;0.19;3.5;0.068;18.0;101.0;0.9934;3.03;0.38;9.0;6
6.5;0.33;0.24;14.5;0.048;20.0;96.0;0.99456;3.06;0.3;11.5;8
5.7;0.26;0.3;1.8;0.039;30.0;105.0;0.98995;3.48;0.52;12.5;7
7.6;0.285;0.32;14.6;0.063;32.0;201.0;0.998;3.0;0.45;9.2;5
7.2;0.24;0.29;3.0;0.036000000000000004;17.0;117.0;0.99411;3.36;0.68;10.1;6
6.5;0.26;0.43;8.9;0.083;50.0;171.0;0.9965;2.85;0.5;9.0;5
6.0;0.2;0.26;14.7;0.045;53.0;125.0;0.998365;2.99;0.69;9.4;6
7.6;0.27;0.52;3.2;0.043;28.0;152.0;0.99129;3.02;0.53;11.4;6
6.6;0.25;0.42;11.3;0.049;77.0;231.0;0.9966;3.24;0.52;9.5;6
8.7;0.34;0.46;13.8;0.055;68.0;198.0;0.9988;3.36;0.37;9.5;6
6.1;0.6;0.0;1.3;0.042;24.0;79.0;0.9937;3.31;0.38;9.4;4
6.6;0.37;0.47;6.5;0.061;23.0;150.0;0.9954;3.14;0.45;9.6;6
7.9;0.14;0.74;1.2;0.027999999999999997;30.0;165.0;0.991;3.08;0.82;12.3;6
6.8;0.27;0.3;13.0;0.047;69.0;160.0;0.99705;3.16;0.5;9.6;6
7.4;0.28;0.5;12.1;0.049;48.0;122.0;0.9973;3.01;0.44;9.0;5
6.3;0.3;0.48;7.4;0.053;34.0;149.0;0.99472;3.18;0.53;9.8;5
7.1;0.14;0.35;1.4;0.039;24.0;128.0;0.9921200000000001;2.97;0.68;10.4;5
7.6;0.13;0.34;9.3;0.062;40.0;126.0;0.9966;3.21;0.39;9.6;5
7.0;0.15;0.38;15.3;0.045;54.0;120.0;0.9975;3.18;0.42;9.8;6
7.0;0.25;0.56;2.0;0.035;20.0;95.0;0.9918;3.23;0.53;11.0;6
6.9;0.22;0.32;5.8;0.040999999999999995;20.0;119.0;0.9929600000000001;3.17;0.55;11.2;6
6.4;0.27;0.49;7.3;0.046;53.0;206.0;0.9956;3.24;0.43;9.2;6
8.2;0.38;0.49;13.6;0.042;58.0;166.0;0.99855;3.1;0.54;9.4;5
7.3;0.22;0.26;1.5;0.04;32.0;172.0;0.9919399999999999;3.27;0.48;11.2;6
7.8;0.26;0.49;3.1;0.045;21.0;116.0;0.9931;3.16;0.35;10.3;5
6.6;0.21;0.34;5.6;0.046;30.0;140.0;0.9929899999999999;3.22;0.38;11.0;5
8.7;0.45;0.4;1.5;0.067;17.0;100.0;0.9957;3.27;0.57;10.1;6
6.7;0.27;0.33;3.6;0.034;9.0;45.0;0.99144;3.08;0.4;10.5;6
7.0;0.45;0.34;19.8;0.04;12.0;67.0;0.9976;3.07;0.38;11.0;6
8.0;0.25;0.27;9.7;0.036000000000000004;15.0;85.0;0.99406;2.99;0.36;11.2;6
6.9;0.15;0.29;2.3;0.033;14.0;82.0;0.9913200000000001;3.1;0.58;11.2;7
6.6;0.32;0.22;16.7;0.046;38.0;133.0;0.9979;3.22;0.67;10.4;6
6.6;0.39;0.39;11.9;0.057;51.0;221.0;0.99851;3.26;0.51;8.9;6
6.0;0.32;0.12;5.9;0.040999999999999995;34.0;190.0;0.9944;3.16;0.72;10.0;5
6.4;0.3;0.27;5.0;0.057999999999999996;27.0;151.0;0.99198;3.22;0.49;12.2;6
6.0;0.22;0.25;11.1;0.055999999999999994;112.0;177.0;0.9961;3.08;0.36;9.4;6
6.1;0.38;0.42;5.0;0.016;31.0;113.0;0.9900700000000001;3.15;0.31;12.4;7
6.9;0.24;0.35;1.0;0.052000000000000005;35.0;146.0;0.993;3.45;0.44;10.0;6
7.4;0.25;0.36;13.2;0.067;53.0;178.0;0.9976;3.01;0.48;9.0;6
